,Actors,Awards,Country,Director,Error,Genre,Language,Metascore,Plot,Poster,Rated,Released,Response,Runtime,Title,Type,Writer,Year,imdbID,imdbRating,imdbVotes
208,"Tim Robbins, Morgan Freeman, Bob Gunton, William Sadler",Nominated for 7 Oscars. Another 18 wins & 30 nominations.,USA,Frank Darabont,,"Crime, Drama",English,80,"Chronicles the experiences of a formerly successful banker as a prisoner in the gloomy jailhouse of Shawshank after being found guilty of a crime he did not commit. The film portrays the man's unique way of dealing with his new, torturous life; along the way he befriends a number of fellow prisoners, most notably a wise long-term inmate named Red.",https://images-na.ssl-images-amazon.com/images/M/MV5BODU4MjU4NjIwNl5BMl5BanBnXkFtZTgwMDU2MjEyMDE@._V1_SX300.jpg,R,14 Oct 1994,True,142 min,The Shawshank Redemption,movie,"Stephen King (short story ""Rita Hayworth and Shawshank Redemption""), Frank Darabont (screenplay)",1994,tt0111161,9.3,"1,711,064"
209,"Robert Downey Jr., Jude Law, Rachel McAdams, Mark Strong",Nominated for 2 Oscars. Another 10 wins & 25 nominations.,"USA, Germany",Guy Ritchie,,"Action, Adventure, Crime","English, French",57,"After finally catching serial killer and occult ""sorcerer"" Lord Blackwood, legendary sleuth Sherlock Holmes and his assistant Dr. Watson can close yet another successful case. But when Blackwood mysteriously returns from the grave and resumes his killing spree, Holmes must take up the hunt once again. Contending with his partner's new fiancée and the dimwitted head of Scotland Yard, the dauntless detective must unravel the clues that will lead him into a twisted web of murder, deceit, and black magic - and the deadly embrace of temptress Irene Adler.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0NjEwNjUxM15BMl5BanBnXkFtZTcwMzk0MjQ5Mg@@._V1_SX300.jpg,PG-13,25 Dec 2009,True,128 min,Sherlock Holmes,movie,"Michael Robert Johnson (screenplay), Anthony Peckham (screenplay), Simon Kinberg (screenplay), Lionel Wigram (screen story), Michael Robert Johnson (screen story), Arthur Conan Doyle (characters: Sherlock Holmes,  Dr. Watson)",2009,tt0988045,7.6,"483,597"
210,"Fernando Soler, Malú Gatica, Gustavo Rojo, Carolina Barret",1 nomination.,Mexico,Miguel M. Delgado,,"Drama, Mystery",Spanish,N/A,N/A,N/A,N/A,N/A,True,85 min,Todo un caballero,movie,Salvador Novo,1947,tt0244259,6.1,11
211,"Gracia de Triana, Miguel Ligero, José Nieto, José María Seoane",N/A,Spain,Florián Rey,,"Comedy, Musical",Spanish,N/A,N/A,N/A,N/A,02 May 1955,True,78 min,La cruz de mayo,movie,"Ramón Perelló (story), Ramón Perelló (screenplay)",1955,tt0046883,2.3,6
212,"James Stewart, Grace Kelly, Wendell Corey, Thelma Ritter",Nominated for 4 Oscars. Another 6 wins & 8 nominations.,USA,Alfred Hitchcock,,"Mystery, Thriller",English,N/A,A wheelchair-bound photographer spies on his neighbours from his apartment window and becomes convinced one of them has committed murder.,https://images-na.ssl-images-amazon.com/images/M/MV5BNGUxYWM3M2MtMGM3Mi00ZmRiLWE0NGQtZjE5ODI2OTJhNTU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,APPROVED,01 Sep 1954,True,112 min,Rear Window,movie,"John Michael Hayes (screenplay), Cornell Woolrich (based on the short story by)",1954,tt0047396,8.5,"320,750"
213,"Matthew Modine, Adam Baldwin, Vincent D'Onofrio, R. Lee Ermey",Nominated for 1 Oscar. Another 7 wins & 9 nominations.,"UK, USA",Stanley Kubrick,,"Drama, War","English, Vietnamese",78,"A two-segment look at the effect of the military mindset and war itself on Vietnam era Marines. The first half follows a group of recruits in boot camp under the command of the punishing Gunnery Sergeant Hartman. The second half shows one of those recruits, Joker, covering the war as a correspondent for Stars and Stripes, focusing on the Tet offensive.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4NzY4ODk4Nl5BMl5BanBnXkFtZTgwOTcxNTYxMTE@._V1_SX300.jpg,R,10 Jul 1987,True,116 min,Full Metal Jacket,movie,"Gustav Hasford (novel), Stanley Kubrick (screenplay), Michael Herr (screenplay), Gustav Hasford (screenplay)",1987,tt0093058,8.3,"492,386"
214,"Leonardo DiCaprio, Tom Hanks, Christopher Walken, Martin Sheen",Nominated for 2 Oscars. Another 11 wins & 39 nominations.,"USA, Canada",Steven Spielberg,,"Biography, Crime, Drama","English, French",76,"The true story of Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars' worth of checks as a Pan Am pilot, doctor, and legal prosecutor.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTY5MzYzNjc5NV5BMl5BanBnXkFtZTYwNTUyNTc2._V1_SX300.jpg,PG-13,25 Dec 2002,True,141 min,Catch Me If You Can,movie,"Jeff Nathanson (screenplay), Frank Abagnale Jr. (book), Stan Redding (book)",2002,tt0264464,8.0,"538,606"
215,"Roberto Benigni, Nicoletta Braschi, Giorgio Cantarini, Giustino Durano",Won 3 Oscars. Another 62 wins & 44 nominations.,Italy,Roberto Benigni,,"Comedy, Drama, War","Italian, German, English",59,"In 1930s Italy, a carefree Jewish book keeper named Guido starts a fairy tale life by courting and marrying a lovely woman from a nearby city. Guido and his wife have a son and live happily together until the occupation of Italy by German forces. In an attempt to hold his family together and help his son survive the horrors of a Jewish Concentration Camp, Guido imagines that the Holocaust is a game and that the grand prize for winning is a tank.",http://ia.media-imdb.com/images/M/MV5BMTQwMTM2MjE4Ml5BMl5BanBnXkFtZTgwODQ2NTYxMTE@._V1_SX300.jpg,PG-13,12 Feb 1999,True,116 min,Life Is Beautiful,movie,"Vincenzo Cerami (story and screenplay by), Roberto Benigni (story and screenplay by)",1997,tt0118799,8.6,"424,251"
216,"Johnny Depp, Geoffrey Rush, Orlando Bloom, Keira Knightley",Nominated for 5 Oscars. Another 31 wins & 88 nominations.,USA,Gore Verbinski,,"Action, Adventure, Fantasy",English,63,"This swash-buckling tale follows the quest of Captain Jack Sparrow, a savvy pirate, and Will Turner, a resourceful blacksmith, as they search for Elizabeth Swann. Elizabeth, the daughter of the governor and the love of Will's life, has been kidnapped by the feared Captain Barbossa. Little do they know, but the fierce and clever Barbossa has been cursed. He, along with his large crew, are under an ancient curse, doomed for eternity to neither live, nor die. That is, unless a blood sacrifice is made.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjAyNDM4MTc2N15BMl5BanBnXkFtZTYwNDk0Mjc3._V1_SX300.jpg,PG-13,09 Jul 2003,True,143 min,Pirates of the Caribbean: The Curse of the Black Pearl,movie,"Ted Elliott (screen story), Terry Rossio (screen story), Stuart Beattie (screen story), Jay Wolpert (screen story), Ted Elliott (screenplay), Terry Rossio (screenplay)",2003,tt0325980,8.1,"819,105"
217,"Kevin Spacey, Annette Bening, Thora Birch, Wes Bentley",Won 5 Oscars. Another 103 wins & 96 nominations.,USA,Sam Mendes,,"Drama, Romance",English,86,"Lester and Carolyn Burnham are, on the outside, a perfect husband and wife in a perfect house in a perfect neighborhood. But inside, Lester is slipping deeper and deeper into a hopeless depression. He finally snaps when he becomes infatuated with one of his daughter's friends. Meanwhile, his daughter Jane is developing a happy friendship with a shy boy-next-door named Ricky, who lives with an abusive father.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjM4NTI5NzYyNV5BMl5BanBnXkFtZTgwNTkxNTYxMTE@._V1_SX300.jpg,R,01 Oct 1999,True,122 min,American Beauty,movie,Alan Ball,1999,tt0169547,8.4,"833,800"
218,"Monika Browne, Josef Cannon, Griff Kohout",N/A,USA,Josef Cannon,,Horror,English,N/A,N/A,http://ia.media-imdb.com/images/M/MV5BNTY2MzI4NDM0NF5BMl5BanBnXkFtZTgwNjAwODM2NTE@._V1_SX300.jpg,N/A,31 Oct 2015,True,N/A,Helsing University,movie,"Josef Cannon, Jason Jacobson",2015,tt4299920,N/A,N/A
219,"Warner Oland, Mary Brian, Thomas Beck, Erik Rhodes",N/A,USA,"Lewis Seiler, Hamilton MacFadden",,"Comedy, Crime, Drama",English,N/A,"Charlie's visit to Paris, ostensibly a vacation, is really a mission to investigate a bond-forgery racket. But his agent, apache dancer Nardi is killed before she can tell him much. The case, complicated by a false murder accusation for banker's daughter Yvette, climaxes with a strange journey through the Paris sewers.",http://ia.media-imdb.com/images/M/MV5BMTIyNDgxMzU1MF5BMl5BanBnXkFtZTcwOTg3NDgxMQ@@._V1_SX300.jpg,APPROVED,21 Jan 1935,True,72 min,Charlie Chan in Paris,movie,"Edward T. Lowe Jr. (screen play), Stuart Anthony (screen play), Philip MacDonald (story), Earl Derr Biggers (based on: the character ""Charlie Chan"" created by)",1935,tt0026198,7.6,"1,151"
220,"Olaf Fønss, Ernst Ludwig, Albert Paul, Lore Rückert",N/A,Germany,Otto Rippert,,"Horror, Sci-Fi",N/A,N/A,N/A,N/A,N/A,N/A,True,N/A,Homunculus,movie,Robert Reinert,1916,tt5505320,N/A,N/A
221,"Spencer Tracy, Burt Lancaster, Richard Widmark, Marlene Dietrich",Won 2 Oscars. Another 13 wins & 25 nominations.,USA,Stanley Kramer,,"Drama, War","English, German",N/A,"It has been three years since the most important Nazi leaders had already been tried. This trial is about 4 judges who used their offices to conduct Nazi sterilization and cleansing policies. Retired American judge, Dan Haywood has a daunting task ahead of him. The Cold War is heating up and no one wants any more trials as Germany, and Allied governments, want to forget the past. But is that the right thing to do is the question that the tribunal must decide.",https://images-na.ssl-images-amazon.com/images/M/MV5BNDc2ODQ5NTE2MV5BMl5BanBnXkFtZTcwODExMjUyNA@@._V1_SX300.jpg,NOT RATED,18 Dec 1961,True,186 min,Judgment at Nuremberg,movie,"Abby Mann, Abby Mann (based on his original story by)",1961,tt0055031,8.3,"45,151"
222,"Mark Hamill, Harrison Ford, Carrie Fisher, Peter Cushing",Won 6 Oscars. Another 48 wins & 28 nominations.,USA,George Lucas,,"Action, Adventure, Fantasy",English,92,A young boy from Tatooine sets out on an adventure with an old Jedi named Obi-Wan Kenobi as his mentor to save Princess Leia from the ruthless Darth Vader and Destroy the Death Star built by the Empire which has the power to destroy the entire galaxy.,https://images-na.ssl-images-amazon.com/images/M/MV5BOTIyMDY2NGQtOGJjNi00OTk4LWFhMDgtYmE3M2NiYzM0YTVmXkEyXkFqcGdeQXVyNTU1NTcwOTk@._V1_SX300.jpg,PG,25 May 1977,True,121 min,Star Wars: Episode IV - A New Hope,movie,George Lucas,1977,tt0076759,8.7,"921,980"
223,"Toshio Furukawa, Banjô Ginga, Mami Koyama, Kaneto Shiozawa",N/A,Japan,Masayuki Ozeki,,"Animation, Action, Adventure","Japanese, English",N/A,"Lupin (referred to as ""Rupan"" in AnimEigo's translations) must rescue his companion Goemon's bride-to-be after she is kidnapped by a ninja clan intent on stealing her family's ancestral treasure.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTUzODE4NTkwNV5BMl5BanBnXkFtZTcwNzY5NTI1MQ@@._V1_SX300.jpg,N/A,01 Dec 1987,True,73 min,Lupin III: The Fuma Conspiracy,movie,"Makoto Naitô, Monkey Punch (comic)",1987,tt0093896,7.2,432
224,"Abdurrahman Arif, Aufa Assagaf, Glenn Fredly, Ridho Hafiedz",3 nominations.,Indonesia,"Angga Dwimas, Angga Dwimas Sasongko",,"Biography, Drama, History",Indonesian,N/A,"Five years conflict, thousands casualties, a football team united them",http://ia.media-imdb.com/images/M/MV5BY2U0YTMxNGEtMzJkNy00N2Y2LTgyODktNzNkYTA1YjYxMzIyXkEyXkFqcGdeQXVyMjc0MjEwOA@@._V1_SX300.jpg,N/A,19 Jun 2014,True,151 min,We Are Moluccans,movie,"Angga Dwimas, Swastika Nohara, Swastika Nohara, Mohammad Irfan Ramly, Mohammad Irfan Ramly",2014,tt3813456,8.6,93
225,"Tommy Lee Jones, Javier Bardem, Josh Brolin, Woody Harrelson",Won 4 Oscars. Another 155 wins & 131 nominations.,USA,"Ethan Coen, Joel Coen",,"Crime, Drama, Thriller","English, Spanish",91,"In rural Texas, welder and hunter Llewelyn Moss (Josh Brolin) discovers the remains of several drug runners who have all killed each other in an exchange gone violently wrong. Rather than report the discovery to the police, Moss decides to simply take the two million dollars present for himself. This puts the psychopathic killer, Anton Chigurh (Javier Bardem), on his trail as he dispassionately murders nearly every rival, bystander and even employer in his pursuit of his quarry and the money. As Moss desperately attempts to keep one step ahead, the blood from this hunt begins to flow behind him with relentlessly growing intensity as Chigurh closes in. Meanwhile, the laconic Sherrif Ed Tom Bell (Tommy Lee Jones) blithely oversees the investigation even as he struggles to face the sheer enormity of the crimes he is attempting to thwart.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA5Njk3MjM4OV5BMl5BanBnXkFtZTcwMTc5MTE1MQ@@._V1_SX300.jpg,R,21 Nov 2007,True,122 min,No Country for Old Men,movie,"Joel Coen (screenplay), Ethan Coen (screenplay), Cormac McCarthy (novel)",2007,tt0477348,8.1,"622,199"
226,"Emily Bergl, Jason London, Dylan Bruno, J. Smith-Cameron",1 win & 2 nominations.,USA,Katt Shea,,"Horror, Sci-Fi, Thriller",English,42,"After the suicide of her only friend, Rachel Lang has never felt more on the outside. The one person who reached out to her, Jessie Ryan, also happens to be part of the popular crowd that lives to torment outsiders like her. However, Rachel has something else that separates her from the rest, secret amazing powers to move things with her mind. Sue Snell, the only survivor of Carrie White's rampage 23 years ago, may hold the key to helping Rachel come to terms with her awesome, but unwanted powers. But as Rachel slowly learns to trust, a terrible trap is being laid for her, and making her angry could prove to be deadly.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTMwNzMwNjUyNV5BMl5BanBnXkFtZTcwMzk3MTE3NA@@._V1_SX300.jpg,R,12 Mar 1999,True,104 min,The Rage: Carrie 2,movie,"Stephen King (characters), Rafael Moreu",1999,tt0144814,4.6,"13,158"
227,"Miles O'Keeffe, Savina Gersak, Donald Hodson, Ronald Lacey",N/A,Italy,Ruggero Deodato,,"Action, Adventure, Drama","English, Italian",N/A,"The Summerking's daughter has been kidnapped, and the legendary hero of the desert comes to her rescue as he did when she was young. The Lone Runner proves to be an unstoppable hero with limitless fighting abilities. He battles those who would harm innocents, and does what ever else he can for them.",http://ia.media-imdb.com/images/M/MV5BMTc3NDc4MzcwMF5BMl5BanBnXkFtZTcwNDUzOTYyMQ@@._V1_SX300.jpg,PG,01 Jan 1988,True,89 min,The Lone Runner,movie,"Chris Trainor, Steven Luotto",1986,tt0091425,3.9,98
228,"Richard Brancatisano, Xavier Samuel, Chris Betts, Sharni Vinson",N/A,"Australia, Singapore",Kimble Rendall,,"Action, Horror, Sci-Fi",English,N/A,A freak tsunami traps shoppers at a coastal Australian supermarket inside the building - along with 12-foot Great White Sharks.,http://ia.media-imdb.com/images/M/MV5BMTYzNjU4NTc5MV5BMl5BanBnXkFtZTcwNDE0NzAzOA@@._V1_SX300.jpg,R,20 Sep 2012,True,93 min,Bait,movie,"Shayne Armstrong (additional writing by), Duncan Kennedy (additional writing by), John Kim, Shane Krause (additional writing by), Justin Monjo (additional writing by), Russell Mulcahy",2012,tt1438173,5.2,"11,534"
229,"Daniel Craig, Rooney Mara, Christopher Plummer, Stellan Skarsgård",Won 1 Oscar. Another 27 wins & 85 nominations.,"USA, Sweden, Norway",David Fincher,,"Crime, Drama, Mystery",English,71,"This English-language adaptation of the Swedish novel by Stieg Larsson follows a disgraced journalist, Mikael Blomkvist (Daniel Craig), as he investigates the disappearance of a wealthy patriarch's niece from 40 years ago. He is aided by the pierced, tattooed, punk computer hacker named Lisbeth Salander (Rooney Mara). As they work together in the investigation, Blomkvist and Salander uncover immense corruption beyond anything they have ever imagined.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTczNDk4NTQ0OV5BMl5BanBnXkFtZTcwNDAxMDgxNw@@._V1_SX300.jpg,R,21 Dec 2011,True,158 min,The Girl with the Dragon Tattoo,movie,"Steven Zaillian (screenplay), Stieg Larsson (novel)",2011,tt1568346,7.8,"335,242"
230,"Benicio Del Toro, Dennis Farina, Vinnie Jones, Brad Pitt",4 wins & 6 nominations.,"UK, USA",Guy Ritchie,,"Comedy, Crime","English, Russian",55,"Turkish and his close friend/accomplice Tommy get pulled into the world of match fixing by the notorious Brick Top. Things get complicated when the boxer they had lined up gets badly beaten by Pitt, a 'pikey' ( slang for an Irish Gypsy)- who comes into the equation after Turkish, an unlicensed boxing promoter wants to buy a caravan off the Irish Gypsies. They then try to convince Pitt not only to fight for them, but to lose for them too. Whilst all this is going on, a huge diamond heist takes place, and a fistful of motley characters enter the story, including 'Cousin Avi', 'Boris The Blade', 'Franky Four Fingers' and 'Bullet Tooth Tony'. Things go from bad to worse as it all becomes about the money, the guns, and the damned dog!",http://ia.media-imdb.com/images/M/MV5BMTA2NDYxOGYtYjU1Mi00Y2QzLTgxMTQtMWI1MGI0ZGQ5MmU4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,R,19 Jan 2001,True,102 min,Snatch,movie,Guy Ritchie,2000,tt0208092,8.3,"603,927"
231,"June Allyson, Joan Collins, Dolores Gray, Ann Sheridan",N/A,USA,David Miller,,"Comedy, Musical, Romance",English,N/A,"Shortly after their tenth wedding anniversary, New York theater producer Steven Hilliard and his wife, former popular radio singer Kay Hilliard née Ashley, are getting a Kay-initiated Reno ...",http://ia.media-imdb.com/images/M/MV5BMTI4OTI0NjYxNl5BMl5BanBnXkFtZTcwMjQ2MTE1Mw@@._V1_SX300.jpg,NOT RATED,29 Apr 1957,True,117 min,The Opposite Sex,movie,"Fay Kanin (screenplay), Michael Kanin (screenplay), Clare Boothe Luce (adapted from a play by)",1956,tt0049578,6.2,960
232,"Christina Hendricks, Iain De Caestecker, Saoirse Ronan, Matt Smith",1 win & 4 nominations.,USA,Ryan Gosling,,"Drama, Fantasy, Mystery",English,42,"""Lost River"" is a dark fairy tale about love, family and the fight for survival in the face of danger. In the virtually abandoned city of Lost River, Billy (Christina Hendricks), a single mother of two, is led into a macabre underworld in her quest to save her childhood home and hold her family together. Her teenage son Bones (Iain De Casestecker) discovers a mystery about the origins of Lost River that triggers his curiosity and sets into motion an unexpected journey that will test his limits and the limits of those he loves.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTc4MzU4NDA2M15BMl5BanBnXkFtZTgwNTM3MDMzNDE@._V1_SX300.jpg,R,10 Apr 2015,True,95 min,Lost River,movie,Ryan Gosling,2014,tt2366608,5.8,"12,072"
